image_id,image_path,relative_path,original_label,class_label,exists,is_valid,width,height,mode,sha256,error,is_exact_duplicate,has_label_conflict
7982,data/raw/extracted/InfraredSolarModules/images/7982.jpg,images/7982.jpg,Hot-Spot-Multi,Hot-Spot-Multi,True,True,24,40,L,7a5f2f3a1b0bcad4388fbd9f95038b0f4a08d8d0e441ae8f45b5067e694b5efd,,False,False
7983,data/raw/extracted/InfraredSolarModules/images/7983.jpg,images/7983.jpg,Hot-Spot-Multi,Hot-Spot-Multi,True,True,24,40,L,762c99eebf3c77ba08273203598307333a454cb81841107b80daaa50883044c8,,False,False
7984,data/raw/extracted/InfraredSolarModules/images/7984.jpg,images/7984.jpg,Hot-Spot-Multi,Hot-Spot-Multi,True,True,24,40,L,648b85637861caef880465679c25810dca0c9b6eb747f365da2b9dec87d7bade,,False,False
7985,data/raw/extracted/InfraredSolarModules/images/7985.jpg,images/7985.jpg,Hot-Spot-Multi,Hot-Spot-Multi,True,True,24,40,L,09664d8a76a30432dbb5b2e5ef8836e1fde5314a3322b76dcb626a9de6a5f7c8,,False,False
7986,data/raw/extracted/InfraredSolarModules/images/7986.jpg,images/7986.jpg,Hot-Spot-Multi,Hot-Spot-Multi,True,True,24,40,L,1993c05262d90b91c3618640c41ec499ac48ee86f79689f6391e898a91d7fb74,,False,False
7987,data/raw/extracted/InfraredSolarModules/images/7987.jpg,images/7987.jpg,Hot-Spot-Multi,Hot-Spot-Multi,True,True,24,40,L,ae9861448e9022d09f6d6021f0541028dfb912377549a94baf284c607e19624b,,False,False
7988,data/raw/extracted/InfraredSolarModules/images/7988.jpg,images/7988.jpg,Hot-Spot-Multi,Hot-Spot-Multi,True,True,24,40,L,391b06281a88ee129f62e231f8e1426803489cee6fbd41d55a7ce05daee43020,,False,False
7989,data/raw/extracted/InfraredSolarModules/images/7989.jpg,images/7989.jpg,Hot-Spot-Multi,Hot-Spot-Multi,True,True,24,40,L,1f71e8099728893aae7c22972236d61f84e754d891da85d210c2eff62235a123,,False,False
9409,data/raw/extracted/InfraredSolarModules/images/9409.jpg,images/9409.jpg,Vegetation,Vegetation,True,True,24,40,L,a506799b218cd0b6923df1c38250b025225f7e07e969212405fa1e4f26925c0f,,False,False
9408,data/raw/extracted/InfraredSolarModules/images/9408.jpg,images/9408.jpg,Vegetation,Vegetation,True,True,24,40,L,4463755efba293ad50bd606a6388692ed1360a400fde6e51087febc3d5625e7e,,False,False
10624,data/raw/extracted/InfraredSolarModules/images/10624.jpg,images/10624.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,5f707e8fb9bfa01f532f8f4c3184e023ea4d11ddfc17e7719d3dce1201ffb60d,,False,False
10625,data/raw/extracted/InfraredSolarModules/images/10625.jpg,images/10625.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,8dba165d64cb52d6ca4f68f7fd7662e0efedfd641d16d47ccfe1b47bb76c3075,,False,False
10626,data/raw/extracted/InfraredSolarModules/images/10626.jpg,images/10626.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,528219c4adac5d5e54271a2a84fb8f7cd3f27be783f50fb71abb7c8afe8986a9,,False,False
10230,data/raw/extracted/InfraredSolarModules/images/10230.jpg,images/10230.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,510c5405023815bfd4fb2ef0db5d8713f520adbd84b5bda8668ae4ede86197c4,,False,False
18941,data/raw/extracted/InfraredSolarModules/images/18941.jpg,images/18941.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,fe7564b8ebf602772848069d02f4e882a57c8970c1ed02a81b0cf609ee904aff,,False,False
11979,data/raw/extracted/InfraredSolarModules/images/11979.jpg,images/11979.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,37a7f31351458f2cabe8984190c482e1b4f10dfc0f515036e4f70281649b8e45,,False,False
11978,data/raw/extracted/InfraredSolarModules/images/11978.jpg,images/11978.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,cc16a64ac4153dfa8647aaaf6d7647e974fc5203d75483ca40a7002b6c183de0,,False,False
11973,data/raw/extracted/InfraredSolarModules/images/11973.jpg,images/11973.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,c089c30a47e67199a3d3e8734d219fb112423ac5c77942bab29e59215d2ab81d,,False,False
11972,data/raw/extracted/InfraredSolarModules/images/11972.jpg,images/11972.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,bd343af4f73bdbac115d185a1bc74098ae1c41a63198e2d67fae3e0655ed53fa,,False,False
11971,data/raw/extracted/InfraredSolarModules/images/11971.jpg,images/11971.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,5a1403aafb13cd697974e23b8612f8de385535d33774945e8b77b06b9f9ab723,,False,False
11970,data/raw/extracted/InfraredSolarModules/images/11970.jpg,images/11970.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,9d42908c1032dae2d5b189e559f83a80d943fc88b79266c878b896c0877a8425,,False,False
11977,data/raw/extracted/InfraredSolarModules/images/11977.jpg,images/11977.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,8e251e6c8765f8f90e94efdcc7085d70df5bd636647955ed73d5e393938f8c19,,False,False
11976,data/raw/extracted/InfraredSolarModules/images/11976.jpg,images/11976.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,d2f36f6b6b34d0687b53ab9dedd270d25931e7676938cfd077c0f4895c5afd40,,False,False
11975,data/raw/extracted/InfraredSolarModules/images/11975.jpg,images/11975.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,7c27764736812034a09dcd577bedb041d823a41220c52148c22c898428cf6d04,,False,False
11974,data/raw/extracted/InfraredSolarModules/images/11974.jpg,images/11974.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,57c3f697cf9cde7499fa86f3116bbc7ea8dbf83519eafa057009896417de5690,,False,False
17759,data/raw/extracted/InfraredSolarModules/images/17759.jpg,images/17759.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,9177679bec8c8e625e54362f8769836ba8de3e2d1b38e57dee586b74397847bf,,False,False
17758,data/raw/extracted/InfraredSolarModules/images/17758.jpg,images/17758.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,269c2527639fcb8def1d45e2068abde6d70b098b34388feef55457c73ab4ff7f,,False,False
18942,data/raw/extracted/InfraredSolarModules/images/18942.jpg,images/18942.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,1a87c0e86e725541c967d1c36dff7070c4e552bb5656f7e6eda0341afa812f11,,False,False
19651,data/raw/extracted/InfraredSolarModules/images/19651.jpg,images/19651.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,21ff3c6456804cfa134e44ecc37f0d10274a72d9b61bb4f3a371f4e1b7f96d7b,,False,False
17551,data/raw/extracted/InfraredSolarModules/images/17551.jpg,images/17551.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,f1a73d45621aed15432d6edbd7ad643eb048c3e7cf1d7ab2c67a0abc212d7d2c,,False,False
17751,data/raw/extracted/InfraredSolarModules/images/17751.jpg,images/17751.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,72927cc9a27ec93e0be21d9df1ec796f1e024a0ae1d9dff6e02b630fe0ee52b5,,False,False
17750,data/raw/extracted/InfraredSolarModules/images/17750.jpg,images/17750.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,f50769fbddccb8682bfe046e94e87ca1145804165abaa9680b3a7605e58c48fd,,False,False
17753,data/raw/extracted/InfraredSolarModules/images/17753.jpg,images/17753.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,7f298bf953bd7b4e0df31ab579a14357573b1b2a933be2499c9da8007a88e65a,,False,False
17550,data/raw/extracted/InfraredSolarModules/images/17550.jpg,images/17550.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,04f026a6f447f119925a3684f220878dec2961367827e3334e6ada7498464e5d,,False,False
14199,data/raw/extracted/InfraredSolarModules/images/14199.jpg,images/14199.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,a3d52dc822a6c024873b7d646df4a36f343dba6d2cf2e34e3962776c9bb085b6,,False,False
17437,data/raw/extracted/InfraredSolarModules/images/17437.jpg,images/17437.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,c8380e220d604e01c7abc3ec415c2cdb399f295be4a8bd93ce46e9ad46ec90ec,,False,False
17757,data/raw/extracted/InfraredSolarModules/images/17757.jpg,images/17757.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,de618cc57b27b8fbf6e584cf27ca89251ee9bf215a7a35dbf025837b27a3e5f8,,False,False
17756,data/raw/extracted/InfraredSolarModules/images/17756.jpg,images/17756.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,ab6a3b86e0b6ab73da357e5baa7eb71410ab82e8d9df08b2a1f99063e6f0305f,,False,False
13199,data/raw/extracted/InfraredSolarModules/images/13199.jpg,images/13199.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,eb4a6ff63043d61e3d44913e50fae0055408d44d321b821089255f8919a0ecad,,False,False
8595,data/raw/extracted/InfraredSolarModules/images/8595.jpg,images/8595.jpg,Vegetation,Vegetation,True,True,24,40,L,41e3e0a8de1a811facd99d5b994544c34d8f9feeeea499a89717dbb0265825f1,,False,False
14200,data/raw/extracted/InfraredSolarModules/images/14200.jpg,images/14200.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,679a8c28cc1e16ca5246ebb8c15175737b6de9c3fdc4e8839e9db79f5aeed273,,False,False
13193,data/raw/extracted/InfraredSolarModules/images/13193.jpg,images/13193.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,554a21ab4ff032a9f1d6fa5df6570f311aec08488ce4e5a647a412e106c83d1a,,False,False
13192,data/raw/extracted/InfraredSolarModules/images/13192.jpg,images/13192.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,7d9c31e343cd6d945c91376867bc6c0304a21c84dcf42fcc394c1307049b1711,,False,False
13191,data/raw/extracted/InfraredSolarModules/images/13191.jpg,images/13191.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,467c1669765dbfd17d5666bcd016b38ed55355b558d3a8f2730c6b644c9609ff,,False,False
13190,data/raw/extracted/InfraredSolarModules/images/13190.jpg,images/13190.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,372bb8f8f87d79b090ac39644e22daf040749f55adbb796fc4d951870e7d185f,,False,False
13197,data/raw/extracted/InfraredSolarModules/images/13197.jpg,images/13197.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,17a2812d4ba8f54e38f18532eb4346880b24493dc70d5fc78301622f3ac84061,,False,False
13196,data/raw/extracted/InfraredSolarModules/images/13196.jpg,images/13196.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,45c16bf3aed3a3637bf70ca159ee6b7abf7eaa0c7a279ad3d879b62893641604,,False,False
13195,data/raw/extracted/InfraredSolarModules/images/13195.jpg,images/13195.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,74e983f2925a2890d1ec64991acd8d30f866666ef255219e1e8c15aa28c6c395,,False,False
13194,data/raw/extracted/InfraredSolarModules/images/13194.jpg,images/13194.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,4f612333d18472886afa21486ebc9c394c61c82edb6fef3a9297d5eb2ee5c836,,False,False
13078,data/raw/extracted/InfraredSolarModules/images/13078.jpg,images/13078.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,d7ab4668c1caa6d2c9c1a33b49865e6facd7626202c66f7fe91176552626575a,,False,False
14369,data/raw/extracted/InfraredSolarModules/images/14369.jpg,images/14369.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,d61d2ae6914f78e79ba7c902066c7ec7fa2095d23b5b6a078ac497a73e58f0e4,,False,False
16319,data/raw/extracted/InfraredSolarModules/images/16319.jpg,images/16319.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,74289e22c648817952d37e519291c75e46a9462a65f45b148026a816383e661d,,False,False
19947,data/raw/extracted/InfraredSolarModules/images/19947.jpg,images/19947.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,a5366a5708f90f621452fafe2b88aa1973ea9da65ef597a66be7f17ba44e3a3f,,False,False
18948,data/raw/extracted/InfraredSolarModules/images/18948.jpg,images/18948.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,77ec6053387c06a0f7cb24b29aec71a3881369b31d3f72df2efaf5661dcc708a,,False,False
15885,data/raw/extracted/InfraredSolarModules/images/15885.jpg,images/15885.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,be1b6be3f7258aec7b343acf90eab6af7b599c08a720651323c7104b445d1b48,,False,False
14201,data/raw/extracted/InfraredSolarModules/images/14201.jpg,images/14201.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,662d54117df6030b101531ca2aab4bb2522eca05bce0d685349e082b9e9e129e,,False,False
13429,data/raw/extracted/InfraredSolarModules/images/13429.jpg,images/13429.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,fb53f09498698b73cd09418c0544eed942c77fca769892a30e0c8afac9de7d99,,False,False
18928,data/raw/extracted/InfraredSolarModules/images/18928.jpg,images/18928.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,c71c9e621961e329db0bd84a8d0cb440c78fccf398449b6ccd73a29f4b538d9b,,False,False
18814,data/raw/extracted/InfraredSolarModules/images/18814.jpg,images/18814.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,f29867b462e706f34310c2d0a1aeef2bc7bb784e9b2c8355e1c548da78bc14d6,,False,False
13428,data/raw/extracted/InfraredSolarModules/images/13428.jpg,images/13428.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,16d5d2fd10128709645b3d4f5d93a0a16783d343f1b290b7dee49201e925a08e,,False,False
14368,data/raw/extracted/InfraredSolarModules/images/14368.jpg,images/14368.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,e955bdb575832b15107eed172ad646cace957061856452df9264d5abf7cfad80,,False,False
13427,data/raw/extracted/InfraredSolarModules/images/13427.jpg,images/13427.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,225f89128dd2060188d9a58d0168a7e3909eb75e939935afce15057f42762a25,,False,False
12803,data/raw/extracted/InfraredSolarModules/images/12803.jpg,images/12803.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,1062c0e70de0669b6efe0dcf4952e13e613a00ea7945efc5ee4f6968e52f2239,,False,False
19341,data/raw/extracted/InfraredSolarModules/images/19341.jpg,images/19341.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,572054708f6c4b9864a1baa36e3953158cf8fbec12288eb6fa45bbe74ff27f05,,False,False
19944,data/raw/extracted/InfraredSolarModules/images/19944.jpg,images/19944.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,5f16db79111afb9e4781cef2f5d5cfab402a6efcf2889961d0e4f7d59bde2521,,False,False
13426,data/raw/extracted/InfraredSolarModules/images/13426.jpg,images/13426.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,c281a96970ef21d76f30298b5f787215638078ea2eef3ff5785ddcdce57be6ed,,False,False
15422,data/raw/extracted/InfraredSolarModules/images/15422.jpg,images/15422.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,c4275fc8044b53278c2149dce3eef239add6dd883778af4a91090a9e203b776d,,False,False
19962,data/raw/extracted/InfraredSolarModules/images/19962.jpg,images/19962.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,a202e576ce3f1020f04f9130aa264c4e6a1fe78bb3931050793c0d9b886b3068,,False,False
13425,data/raw/extracted/InfraredSolarModules/images/13425.jpg,images/13425.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,8357572bc4575c243bc065c0ebcfa6ea7a4d5778c81c870f9aeec59b58b0e808,,False,False
7324,data/raw/extracted/InfraredSolarModules/images/7324.jpg,images/7324.jpg,Cracking,Cracking,True,True,24,40,L,87eb110b0d69ee041adeb65f245b90088a6f78430e4415288637986d1e38e3dc,,False,False
7325,data/raw/extracted/InfraredSolarModules/images/7325.jpg,images/7325.jpg,Cracking,Cracking,True,True,24,40,L,594281c9bb939b13b2ad1ecee8f00a3d1fb55ffa3610f8765f627d0d57416a98,,False,False
7326,data/raw/extracted/InfraredSolarModules/images/7326.jpg,images/7326.jpg,Cracking,Cracking,True,True,24,40,L,80acf16bc7c87764ca44e5ee6bd568d37b7fb6594b73637476778e0493f41f41,,False,False
3783,data/raw/extracted/InfraredSolarModules/images/3783.jpg,images/3783.jpg,Cell-Multi,Cell-Multi,True,True,24,40,L,f0e56de06765095dc1f556c8961207443bd5e97836829937a7fc5d36641609a8,,False,False
7320,data/raw/extracted/InfraredSolarModules/images/7320.jpg,images/7320.jpg,Cracking,Cracking,True,True,24,40,L,012119fb6890d877e5d2576fdacc838e44b02f0b9e247e82cfa5697f68286998,,False,False
7321,data/raw/extracted/InfraredSolarModules/images/7321.jpg,images/7321.jpg,Cracking,Cracking,True,True,24,40,L,730076eec9fcff5774481e13f42dcef8132c35ddff835d9d40af057a87e1a66b,,False,False
7322,data/raw/extracted/InfraredSolarModules/images/7322.jpg,images/7322.jpg,Cracking,Cracking,True,True,24,40,L,89aca29362de4e4a90c0c76dc681f4fb1cc2ca407b0ac2a0e0d5b122b7acb18c,,False,False
7323,data/raw/extracted/InfraredSolarModules/images/7323.jpg,images/7323.jpg,Cracking,Cracking,True,True,24,40,L,bab2d6221895cbe76bbc36976745932456b6e9bd1209904cf3aff290f691a615,,False,False
10084,data/raw/extracted/InfraredSolarModules/images/10084.jpg,images/10084.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,cd339813a071d302b7106eda00c095ac6297e47045e0a1a638965e6007805cc7,,False,False
10085,data/raw/extracted/InfraredSolarModules/images/10085.jpg,images/10085.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,36ea9baf58383a8259caec9b0bc79efe2577eb8cf4913f0605d67900806353ef,,False,False
10086,data/raw/extracted/InfraredSolarModules/images/10086.jpg,images/10086.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,ea24cb0279bb7cd6abff10e128008ef03e283dd9145d27f6d8e97e70161ea191,,False,False
10087,data/raw/extracted/InfraredSolarModules/images/10087.jpg,images/10087.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,d7c68fb01989d9096a3617963644085b4c3da32db7de6f9b9f39ddc01a031cac,,False,False
7328,data/raw/extracted/InfraredSolarModules/images/7328.jpg,images/7328.jpg,Cracking,Cracking,True,True,24,40,L,b66d9b063ae7a493c9d7e3b5b7350d2e14207d23d098c18e7921862a0e51192c,,False,False
7329,data/raw/extracted/InfraredSolarModules/images/7329.jpg,images/7329.jpg,Cracking,Cracking,True,True,24,40,L,06d5ddcb3823ed1bee8374fd00216d2a0ec02639164b0f87e529c20fcb11a743,,False,False
10082,data/raw/extracted/InfraredSolarModules/images/10082.jpg,images/10082.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,fc8a6b545bde63d80fab0c4bf2bd84d068eff8c985e5b4fa3f0583c53a08f53b,,False,False
10083,data/raw/extracted/InfraredSolarModules/images/10083.jpg,images/10083.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,fd03d7e30ea90fd23da3dd03fbad548977eab1070ba3ea2f40faa04c5dccd002,,False,False
18444,data/raw/extracted/InfraredSolarModules/images/18444.jpg,images/18444.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,f071d6faee3fd70964fb68d6762ad2656a1faffa4219bcc3864d67afae98645e,,False,False
18445,data/raw/extracted/InfraredSolarModules/images/18445.jpg,images/18445.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,b0d6bb4e3d572f97e088d9a37fade5ea20be47578d79cf5faf15bf093cb4d2eb,,False,False
18446,data/raw/extracted/InfraredSolarModules/images/18446.jpg,images/18446.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,83e0a9c6f673f8051e5a28a2a001d5fa79f023c14fc1ef9b0f618294c150ecc4,,False,False
8858,data/raw/extracted/InfraredSolarModules/images/8858.jpg,images/8858.jpg,Vegetation,Vegetation,True,True,24,40,L,9295f73b07b479052b947c35221f3e41d6449cd6ddc66a41960c333d3e007217,,False,False
18440,data/raw/extracted/InfraredSolarModules/images/18440.jpg,images/18440.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,ed14699877a8ba437018852d3589b7d0a7cc16b7713ccf8bb6fb9438be4c4dca,,False,False
13421,data/raw/extracted/InfraredSolarModules/images/13421.jpg,images/13421.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,e29e1b7eb55fb232e87427010728f9ce89ccf49c35b126eeac90315868414d48,,False,False
18442,data/raw/extracted/InfraredSolarModules/images/18442.jpg,images/18442.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,ca593c0360ad906158ba2440d1e1d33f1a62424109b291be34af64420bb0b3c9,,False,False
18443,data/raw/extracted/InfraredSolarModules/images/18443.jpg,images/18443.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,94f98b6a844d86bce48d6ecb2c4dfd130b0778f82a46d91b5c6ee3e0c0ce50f6,,False,False
13420,data/raw/extracted/InfraredSolarModules/images/13420.jpg,images/13420.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,7a285c4ec780f539878c19882387970046326fec637ec9b8eb68d79750f6ed80,,False,False
18448,data/raw/extracted/InfraredSolarModules/images/18448.jpg,images/18448.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,cb47ece36985dc53e4f53b7662e0045dcf9691d35135b20bdbd89665cc41772b,,False,False
18449,data/raw/extracted/InfraredSolarModules/images/18449.jpg,images/18449.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,fcb4fc49978ef9e3042e6a5c8a3ef7ee5389ee702be995606dd03ab3564647a5,,False,False
12954,data/raw/extracted/InfraredSolarModules/images/12954.jpg,images/12954.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,74fcd287d6705b3a95b4c467d4ea004b276c1dfcfffe158451ff7bb7b5465399,,False,False
12955,data/raw/extracted/InfraredSolarModules/images/12955.jpg,images/12955.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,3bd6bae06e0d9c7180032cdeff005bfac9f5a61ef7e0b32f3523e6ccd1d18a52,,False,False
12956,data/raw/extracted/InfraredSolarModules/images/12956.jpg,images/12956.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,27746ca8415c431bce54044d45e0fc6ebc94bc363d37e737082d6400cf608d9e,,False,False
12957,data/raw/extracted/InfraredSolarModules/images/12957.jpg,images/12957.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,a883aae34ed6e41c03ff63d6e9e7b2b47e4dcb50dd25a1f9ae379fa10ba2b445,,False,False
12950,data/raw/extracted/InfraredSolarModules/images/12950.jpg,images/12950.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,27ce1583578090cf364ab89153f64abe2b7fb89faf897e08a13a06baee529f55,,False,False
12951,data/raw/extracted/InfraredSolarModules/images/12951.jpg,images/12951.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,a7745e1fade7e6631627ccef1a5abda7f16602caf1e938cb5d4f682d60f998a1,,False,False
12952,data/raw/extracted/InfraredSolarModules/images/12952.jpg,images/12952.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,4539de1d18e7c72bb78b731226026d4ff2b7e8a9f7c50082807e79d6946e1bf9,,False,False
12953,data/raw/extracted/InfraredSolarModules/images/12953.jpg,images/12953.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,0847f326241481f0bdd6941c24a009fd167deadab2bde8ed8da5b92c09b4f0b8,,False,False
12420,data/raw/extracted/InfraredSolarModules/images/12420.jpg,images/12420.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,cf9f1cfb9b4362b6c98f1418d27bc94d24b59647117ea82ada3f53f56da489d7,,False,False
16621,data/raw/extracted/InfraredSolarModules/images/16621.jpg,images/16621.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,759486b962d445dca81d059f49d2851f5676f3ec40a1b966f23902bae63051dc,,False,False
12958,data/raw/extracted/InfraredSolarModules/images/12958.jpg,images/12958.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,e6fa4f9c26dee235adb52ad599a2421e08fbd1dca60142f90f4879633ffbb7c4,,False,False
12959,data/raw/extracted/InfraredSolarModules/images/12959.jpg,images/12959.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,e1d5bf24fc8cd555a64110800235f7bcfc8a162b8e55a7f51f3aef5dfd98c0b5,,False,False
11605,data/raw/extracted/InfraredSolarModules/images/11605.jpg,images/11605.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,43f14323b600df332fdc88f86e3d43c5fd545aae98df3c28857420f063e14a28,,False,False
19942,data/raw/extracted/InfraredSolarModules/images/19942.jpg,images/19942.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,c57d860269cc31efca20ff1297ccfae9eb4bc34b6512974f4d9920bfeff0a399,,False,False
8853,data/raw/extracted/InfraredSolarModules/images/8853.jpg,images/8853.jpg,Vegetation,Vegetation,True,True,24,40,L,45bee65c3ee36b147b2f78b89c22182685759122af3c40e6500b2dcf91f5cef9,,False,False
8852,data/raw/extracted/InfraredSolarModules/images/8852.jpg,images/8852.jpg,Vegetation,Vegetation,True,True,24,40,L,0e4b84fc903b2a6b13fc40186c940528c0c65084209c22518a95cc6f19a3e064,,False,False
8851,data/raw/extracted/InfraredSolarModules/images/8851.jpg,images/8851.jpg,Vegetation,Vegetation,True,True,24,40,L,54059902b7eafcd3fe1c259b614329d6a6981375b52159b175e847f744423505,,False,False
14204,data/raw/extracted/InfraredSolarModules/images/14204.jpg,images/14204.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,cb97749e5ad02c66120d41aea3b1d071d3d9d30db8f44432e0b2d7644d4a6e10,,False,False
11238,data/raw/extracted/InfraredSolarModules/images/11238.jpg,images/11238.jpg,No-Anomaly,No-Anomaly,True,True,24,40,L,a5c700d9c63e818569d6efb37c9ea8a314a71e9abcd3dd28f37c1fa480a64bc5,,False,False
8850,data/raw/extracted/InfraredSolarModules/images/8850.jpg,images/8850.jpg,Vegetation,Vegetation,True,True,24,40,L,adb5107688b26d6944a45f2ced77e2ea64b647238d02da1ca31b72c305a6ad9d,,False,False
7069,data/raw/extracted/InfraredSolarModules/images/7069.jpg,images/7069.jpg,Cracking,Cracking,True,True,24,40,L,93f8cc99b1420264b0de212a10fa310cce873aece2d50953487234e2b9083a9e,,False,False
7068,data/raw/extracted/InfraredSolarModules/images/7068.jpg,images/7068.jpg,Cracking,Cracking,True,True,24,40,L,90121f1870e55edfa9d3241f099be66607c4c189deeeee8dfac115986e320efd,,False,False
7067,data/raw/extracted/InfraredSolarModules/images/7067.jpg,images/7067.jpg,Cracking,Cracking,True,True,24,40,L,6a8a8eb6c0d6e6bc2db1ad5664829b3ac044d0cdfe0f589a7ab78005881f43b8,,False,False
7066,data/raw/extracted/InfraredSolarModules/images/7066.jpg,images/7066.jpg,Cracking,Cracking,True,True,24,40,L,dcc932e5c24b3eddcc979c8ef49b6ab669abd60d29b2a00e0d035f08bf35a6f8,,False,False
7065,data/raw/extracted/InfraredSolarModules/images/7065.jpg,images/7065.jpg,Cracking,Cracking,True,True,24,40,L,dd7d22f55de6cb052662885ac7817cbf3d0a81cb1353ddbc976c60f211173198,,False,False
7064,data/raw/extracted/InfraredSolarModules/images/7064.jpg,images/7064.jpg,Cracking,Cracking,True,True,24,40,L,1d811b31fb83625ad8a5d831777ec76ad0016b76e09ed7830b0b345d9c8bf1d5,,False,False
7063,data/raw/extracted/InfraredSolarModules/images/7063.jpg,images/7063.jpg,Cracking,Cracking,True,True,24,40,L,919da67cad9e4359d4ca65179b9cb157eb72c7358bf9216052cb918169376a51,,False,False
